symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url
AZN,AstraZeneca PLC American Depositary Shares,$68.55,0.19,0.278%,4735660,212530958240.00,United Kingdom,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/azn
AZO,AutoZone Inc. Common Stock,$2985.54,12.37,0.416%,114397,51658497080.00,United States,,Auto & Home Supply Stores,Consumer Discretionary,/market-activity/stocks/azo
AZPN,Aspen Technology Inc. Common Stock,$198.47,1.88,0.956%,116395,12612534504.00,United States,,EDP Services,Technology,/market-activity/stocks/azpn
AZTA,Azenta Inc.,$50.65,0.16,0.317%,436782,2824504088.00,United States,,Industrial Machinery/Components,Technology,/market-activity/stocks/azta
AZTR,Azitra Inc Common Stock,$0.195,0.0052,2.74%,353494,5616905.00,,2023,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/aztr
AZUL,Azul S.A. American Depositary Shares (each representing three preferred shares),$5.78,-0.02,-0.345%,2128538,646634431.00,Brazil,2017,Air Freight/Delivery Services,Consumer Discretionary,/market-activity/stocks/azul
AZZ,AZZ Inc.,$74.80,-0.68,-0.901%,252002,1875749951.00,United States,,Industrial Specialties,Industrials,/market-activity/stocks/azz
B,Barnes Group Inc. Common Stock,$35.76,-0.32,-0.887%,323202,1812907412.00,United States,,Metal Fabrications,Industrials,/market-activity/stocks/b
BA,Boeing Company (The) Common Stock,$169.82,-0.41,-0.241%,4688001,103613160513.00,United States,,Aerospace,Industrials,/market-activity/stocks/ba
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,$69.07,0.19,0.276%,13070350,177216505421.00,China,2014,Catalog/Specialty Distribution,Consumer Discretionary,/market-activity/stocks/baba
BAC,Bank of America Corporation Common Stock,$36.97,1.2,3.355%,56239881,291052149328.00,United States,,Major Banks,Finance,/market-activity/stocks/bac
BACA,Berenson Acquisition Corp. I Class A Common Stock,$10.38,0.0,0.00%,1,0.00,,2021,Blank Checks,Finance,/market-activity/stocks/baca
BACK,IMAC Holdings Inc. Common Stock,$3.14,0.04,1.29%,59653,3605728.00,United States,2019,Medical Specialities,Health Care,/market-activity/stocks/back
BAER,Bridger Aerospace Group Holdings Inc. Common Stock,$4.87,-0.2,-3.945%,15574,218383399.00,United States,,Blank Checks,Finance,/market-activity/stocks/baer
BAFN,BayFirst Financial Corp. Common Stock,$12.76,0.1,0.79%,474,52762141.00,United States,,Savings Institutions,Finance,/market-activity/stocks/bafn
BAH,Booz Allen Hamilton Holding Corporation Common Stock,$142.14,2.63,1.885%,747523,18442076540.00,United States,2010,Professional Services,Consumer Discretionary,/market-activity/stocks/bah
BAK,Braskem SA ADR,$8.65,0.01,0.116%,661092,3906933840.00,Brazil,,Major Chemicals,Industrials,/market-activity/stocks/bak
BALL,Ball Corporation Common Stock,$64.95,0.6,0.932%,1513650,20500979466.00,United States,,Containers/Packaging,Industrials,/market-activity/stocks/ball
BALY,Bally's Corporation Common Stock,$14.50,0.5,3.571%,1154963,581294778.00,United States,2019,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/baly
BAM,Brookfield Asset Management Inc Class A Limited Voting Shares,$38.32,-0.1,-0.26%,1847641,14947281871.00,,2022,,,/market-activity/stocks/bam
BANC,Banc of California Inc. Common Stock,$13.86,0.06,0.435%,1728354,2179784113.00,United States,,Major Banks,Finance,/market-activity/stocks/banc
BAND,Bandwidth Inc. Class A Common Stock,$17.34,-0.21,-1.197%,254874,455533747.00,United States,2017,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/band
BANF,BancFirst Corporation Common Stock,$89.28,7.27,8.865%,145162,2940562685.00,United States,1993,Major Banks,Finance,/market-activity/stocks/banf
BANFP,BancFirst Corporation - BFC Capital Trust II Cumulative Trust Preferred Securities,$25.57,-0.1799,-0.699%,1562,0.00,United States,,Major Banks,Finance,/market-activity/stocks/banfp
BANL,CBL International Limited Ordinary Shares,$1.06,-0.04,-3.636%,25464,26578175.00,Malaysia,2023,Oil Refining/Marketing,Energy,/market-activity/stocks/banl
BANR,Banner Corporation Common Stock,$44.94,1.21,2.767%,353294,1543619568.00,United States,,Major Banks,Finance,/market-activity/stocks/banr
BANX,ArrowMark Financial Corp. Common Stock,$18.3226,0.1876,1.034%,5508,130138575.00,United States,,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/banx
BAOS,Baosheng Media Group Holdings Limited Ordinary shares,$3.19,-0.1957,-5.78%,36194,4848800.00,China,2021,Business Services,Consumer Discretionary,/market-activity/stocks/baos
BAP,Credicorp Ltd. Common Stock,$165.02,3.14,1.94%,190160,13124040600.00,Peru,,Major Banks,Finance,/market-activity/stocks/bap
BARK,BARK Inc. Class A Common Stock,$1.07,0.01,0.943%,384771,189581394.00,United States,2020,Department/Specialty Retail Stores,Consumer Discretionary,/market-activity/stocks/bark
BASE,Couchbase Inc. Common Stock,$22.90,-0.62,-2.636%,476126,1128115990.00,United States,2021,EDP Services,Technology,/market-activity/stocks/base
BATL,Battalion Oil Corporation Common Stock,$5.44,0.07,1.304%,12552,89523703.00,United States,,Oil & Gas Production,Energy,/market-activity/stocks/batl
BATRA,Atlanta Braves Holdings Inc. Series A Common Stock,$40.29,0.16,0.399%,47989,2492893347.00,United States,,Broadcasting,Industrials,/market-activity/stocks/batra
BATRK,Atlanta Braves Holdings Inc. Series C Common Stock,$37.28,0.13,0.35%,161237,2306653363.00,United States,,Broadcasting,Industrials,/market-activity/stocks/batrk
BAX,Baxter International Inc. Common Stock,$39.47,-0.18,-0.454%,2808370,20043948938.00,United States,,Medical/Dental Instruments,Health Care,/market-activity/stocks/bax
BAYA,Bayview Acquisition Corp Ordinary Shares,$10.17,0.0,0.00%,64,0.00,United States,2023,,,/market-activity/stocks/baya
BB,BlackBerry Limited Common Stock,$2.75,-0.04,-1.434%,5372392,1620392417.00,Canada,,,,/market-activity/stocks/bb
BBAI,BigBear.ai Inc. Common Stock,$1.45,-0.08,-5.229%,4265185,351810639.00,United States,2021,EDP Services,Technology,/market-activity/stocks/bbai
BBAR,Banco BBVA Argentina S.A. ADS,$8.57,0.5,6.196%,1506345,1750308459.00,Argentina,,Commercial Banks,Finance,/market-activity/stocks/bbar
BBCP,Concrete Pumping Holdings Inc. Common Stock,$6.66,0.0,0.00%,53579,358790051.00,United States,2017,Engineering & Construction,Consumer Discretionary,/market-activity/stocks/bbcp
BBD,Banco Bradesco Sa American Depositary Shares,$2.64,0.01,0.38%,13464295,28095329402.00,Brazil,,Major Banks,Finance,/market-activity/stocks/bbd
BBDC,Barings BDC Inc. Common Stock,$9.19,-0.06,-0.649%,401111,974756373.00,United States,,Diversified Financial Services,Finance,/market-activity/stocks/bbdc
BBDO,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),$2.33,0.02,0.866%,13321,24796256631.00,Brazil,,Major Banks,Finance,/market-activity/stocks/bbdo
BBGI,Beasley Broadcast Group Inc. Class A Common Stock,$0.711,-0.021,-2.869%,18201,21563955.00,United States,2000,Broadcasting,Consumer Discretionary,/market-activity/stocks/bbgi
BBIO,BridgeBio Pharma Inc. Common Stock,$24.74,-0.21,-0.842%,2298719,4350072201.00,United States,2019,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bbio
BBLG,Bone Biologics Corp Common Stock,$1.61,-0.185,-10.306%,76773,860123.00,United States,,Industrial Specialties,Health Care,/market-activity/stocks/bblg
BBLGW,Bone Biologics Corp Warrants,$23.04,-1.97,-7.877%,246,12308844.00,United States,,Industrial Specialties,Health Care,/market-activity/stocks/bblgw
BBN,BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,$15.58,0.0,0.00%,126479,0.00,United States,2010,Finance Companies,Finance,/market-activity/stocks/bbn
BBSI,Barrett Business Services Inc. Common Stock,$122.35,0.99,0.816%,20961,804005651.00,United States,1993,Professional Services,Consumer Discretionary,/market-activity/stocks/bbsi
BBU,Brookfield Business Partners L.P. Limited Partnership Units ,$19.44,0.1,0.517%,3061,4217346998.00,,2016,Engineering & Construction,Consumer Discretionary,/market-activity/stocks/bbu
BBUC,Brookfield Business Corporation Class A Exchangeable Subordinate Voting Shares,$21.23,0.68,3.309%,49082,2099404384.00,,2022,,,/market-activity/stocks/bbuc
BBVA,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,$10.79,-0.17,-1.551%,3433680,62991376700.00,Spain,,Commercial Banks,Finance,/market-activity/stocks/bbva
BBW,Build-A-Bear Workshop Inc. Common Stock,$28.19,0.65,2.36%,135413,403277401.00,United States,2004,Recreational Games/Products/Toys,Consumer Discretionary,/market-activity/stocks/bbw
BBWI,Bath & Body Works Inc.,$43.99,0.13,0.296%,2197987,9893197695.00,United States,,Clothing/Shoe/Accessory Stores,Consumer Discretionary,/market-activity/stocks/bbwi
BBY,Best Buy Co. Inc. Common Stock,$76.15,0.15,0.197%,1367680,16401293229.00,United States,,Consumer Electronics/Video Chains,Consumer Discretionary,/market-activity/stocks/bby
BC,Brunswick Corporation Common Stock,$83.94,1.86,2.266%,885690,5721983475.00,United States,,Homebuilding,Consumer Discretionary,/market-activity/stocks/bc
BCAB,BioAtla Inc. Common Stock,$2.105,-0.325,-13.374%,794590,101243589.00,United States,2020, Medicinal Chemicals and Botanical Products ,Health Care,/market-activity/stocks/bcab
BCAL,Southern California Bancorp Common Stock,$14.08,-0.06,-0.424%,35979,259514239.00,United States,,Major Banks,Finance,/market-activity/stocks/bcal
BCAN,BYND Cannasoft Enterprises Inc. Common Stock,$0.88,-0.14,-13.725%,1820392,737522.00,Canada,,,,/market-activity/stocks/bcan
BCAT,BlackRock Capital Allocation Term Trust Common Shares of Beneficial Interest,$15.27,-0.1,-0.651%,173921,1651221450.00,United States,2020,Finance/Investors Services,Finance,/market-activity/stocks/bcat
BCBP,BCB Bancorp Inc. (NJ) Common Stock,$9.97,0.45,4.727%,36002,169065188.00,United States,2005,Savings Institutions,Finance,/market-activity/stocks/bcbp
BCC,Boise Cascade L.L.C. Common Stock,$133.60,-1.05,-0.78%,282466,5282520620.00,United States,2013,RETAIL: Building Materials,Consumer Discretionary,/market-activity/stocks/bcc
BCDA,BioCardia Inc. Common Stock,$0.36,-0.017,-4.509%,97240,9623715.00,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bcda
BCE,BCE Inc. Common Stock,$32.59,0.38,1.18%,1566003,29731027422.00,Canada,,Telecommunications Equipment,Telecommunications,/market-activity/stocks/bce
BCG,Binah Capital Group Inc. Common Stock,$6.50,-0.3,-4.412%,5486,106907723.00,United States,,,,/market-activity/stocks/bcg
BCGWW,Binah Capital Group Inc. Warrants,$0.1294,0.0094,7.833%,20264,2128286.00,United States,,,,/market-activity/stocks/bcgww
BCH,Banco De Chile ADS,$21.96,-0.09,-0.408%,127625,11091675516.00,Chile,,Commercial Banks,Finance,/market-activity/stocks/bch
BCLI,Brainstorm Cell Therapeutics Inc. Common Stock,$0.532,0.0177,3.442%,1005668,36357868.00,United States,,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/bcli
BCML,BayCom Corp Common Stock,$20.02,0.11,0.552%,23176,229609020.00,United States,2018,Major Banks,Finance,/market-activity/stocks/bcml
BCO,Brinks Company (The) Common Stock,$87.04,0.75,0.869%,162278,3865672617.00,United States,,Oil Refining/Marketing,Consumer Discretionary,/market-activity/stocks/bco
BCOV,Brightcove Inc. Common Stock,$1.74,0.02,1.163%,158523,76047473.00,United States,2012,EDP Services,Technology,/market-activity/stocks/bcov
BCOW,1895 Bancorp of Wisconsin Inc. (MD) Common Stock,$7.00,0.0,0.00%,367,42102746.00,United States,2019,Finance: Consumer Services,Finance,/market-activity/stocks/bcow
BCPC,Balchem Corporation Common Stock,$143.48,0.36,0.252%,94637,4629660695.00,United States,,Major Chemicals,Industrials,/market-activity/stocks/bcpc
BCRX,BioCryst Pharmaceuticals Inc. Common Stock,$4.43,-0.07,-1.556%,4693494,913244185.00,United States,1994,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/bcrx
BCS,Barclays PLC Common Stock,$9.35,0.11,1.19%,16301659,35222624762.00,United Kingdom,,Commercial Banks,Finance,/market-activity/stocks/bcs
BCSA,Blockchain Coinvestors Acquisition Corp. I Class A Ordinary Shares,$11.13,0.0,0.00%,10490,0.00,Cayman Islands,2021,Blank Checks,Finance,/market-activity/stocks/bcsa
BCSAU,Blockchain Coinvestors Acquisition Corp. I Unit,$11.24,0.01,0.089%,165,0.00,Cayman Islands,2021,Blank Checks,Finance,/market-activity/stocks/bcsau
BCSAW,Blockchain Coinvestors Acquisition Corp. I Warrant,$0.10,-0.0001,-0.10%,10789,0.00,Cayman Islands,2021,Blank Checks,Finance,/market-activity/stocks/bcsaw
BCSF,Bain Capital Specialty Finance Inc. Common Stock,$15.76,0.09,0.574%,232141,1017501296.00,United States,2018,Finance/Investors Services,Finance,/market-activity/stocks/bcsf
BCTX,BriaCell Therapeutics Corp. Common Shares,$2.02,-0.1276,-5.942%,41777,32283087.00,Canada,,Pharmaceuticals and Biotechnology,Health Care,/market-activity/stocks/bctx
BCTXW,BriaCell Therapeutics Corp. Warrant,$0.9309,-0.019,-2.00%,69848,14877389.00,Canada,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bctxw
BCV,Bancroft Fund Ltd.,$14.67,-0.07,-0.475%,18247,0.00,United States,1972,Finance/Investors Services,Finance,/market-activity/stocks/bcv
BCX,BlackRock Resources Common Shares of Beneficial Interest,$9.09,-0.01,-0.11%,204481,771359311.00,United States,2011,Finance/Investors Services,Finance,/market-activity/stocks/bcx
BCYC,Bicycle Therapeutics plc American Depositary Shares,$23.45,-1.04,-4.247%,546482,998646038.00,United Kingdom,2019,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bcyc
BDC,Belden Inc Common Stock,$81.92,0.18,0.22%,235658,3365727601.00,United States,,Telecommunications Equipment,Industrials,/market-activity/stocks/bdc
BDJ,Blackrock Enhanced Equity Dividend Trust,$7.88,-0.01,-0.127%,325006,0.00,United States,2005,Finance Companies,Finance,/market-activity/stocks/bdj
BDL,Flanigan's Enterprises Inc. Common Stock,$24.86,0.0,0.00%,218,46205964.00,United States,1972,Restaurants,Consumer Discretionary,/market-activity/stocks/bdl
BDN,Brandywine Realty Trust Common Stock,$4.38,0.14,3.302%,1645131,754415089.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/bdn
BDRX,Biodexa Pharmaceuticals plc American Depositary Shs,$0.752,-0.0681,-8.304%,150102,3582885.00,United Kingdom,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bdrx
BDSX,Biodesix Inc. Common Stock,$1.25,0.0,0.00%,47653,121177576.00,United States,2020,Precision Instruments,Health Care,/market-activity/stocks/bdsx
BDTX,Black Diamond Therapeutics Inc. Common Stock,$5.26,-0.04,-0.755%,386516,272035886.00,United States,2020,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bdtx
BDX,Becton Dickinson and Company Common Stock,$234.12,0.97,0.416%,1265166,67637790556.00,United States,,Medical/Dental Instruments,Health Care,/market-activity/stocks/bdx
BE,Bloom Energy Corporation Class A Common Stock,$9.63,-0.12,-1.231%,14915905,2166491126.00,United States,2018,Industrial Machinery/Components,Energy,/market-activity/stocks/be
BEAM,Beam Therapeutics Inc. Common Stock,$23.90,-0.41,-1.687%,4536933,1951619365.00,United States,2020,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/beam
BEAT,Heartbeam Inc. Common Stock,$1.93,-0.16,-7.656%,79470,50815032.00,United States,2021,Retail: Computer Software & Peripheral Equipment,Technology,/market-activity/stocks/beat
BEATW,Heartbeam Inc. Warrant,$0.27,0.02,8.00%,471,7108839.00,United States,2021,Retail: Computer Software & Peripheral Equipment,Technology,/market-activity/stocks/beatw
BECN,Beacon Roofing Supply Inc. Common Stock,$94.56,1.14,1.22%,662835,5998097864.00,United States,2004,RETAIL: Building Materials,Consumer Discretionary,/market-activity/stocks/becn
BEDU,Bright Scholar Education Holdings Limited American Depositary Shares each  representing four Class A Ordinary Share,$1.91,0.03,1.596%,18134,56777050.00,China,2017,Other Consumer Services,Real Estate,/market-activity/stocks/bedu
BEEM,Beam Global Common Stock,$6.14,-0.26,-4.063%,160074,88650978.00,United States,,Semiconductors,Technology,/market-activity/stocks/beem
BEEP,Mobile Infrastructure Corporation Common Stock,$3.265,-0.125,-3.687%,83174,0.00,,2023,Blank Checks,Finance,/market-activity/stocks/beep
BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),$12.58,-0.17,-1.333%,7762595,15878702440.00,China,2020,Real Estate,Finance,/market-activity/stocks/beke
BELFA,Bel Fuse Inc. Class A Common Stock,$69.31,0.1,0.144%,7310,884165006.00,United States,,,,/market-activity/stocks/belfa
BELFB,Bel Fuse Inc. Class B Common Stock,$56.57,0.54,0.964%,72728,721644992.00,United States,,,,/market-activity/stocks/belfb
BEN,Franklin Resources Inc. Common Stock,$25.15,0.13,0.52%,3621156,13242931763.00,United States,,Investment Managers,Finance,/market-activity/stocks/ben
BENF,Beneficient Class A Common Stock,$3.92,-0.63,-13.846%,109462,14105673.00,United States,,Blank Checks,Finance,/market-activity/stocks/benf
BENFW,Beneficient Warrant,$0.0098,-0.0002,-2.00%,8418,0.00,United States,,Blank Checks,Finance,/market-activity/stocks/benfw
BEP,Brookfield Renewable Partners L.P. ,$20.77,0.19,0.923%,1016846,9778373227.00,Canada,,Electric Utilities: Central,Utilities,/market-activity/stocks/bep
BEPC,Brookfield Renewable Corporation Class A Subordinate Voting Shares ,$22.34,0.18,0.812%,1068878,8357674702.00,United States,2020,Electric Utilities: Central,Utilities,/market-activity/stocks/bepc
BEPH,Brookfield BRP Holdings (Canada) Inc. 4.625% Perpetual Subordinated Notes,$15.3493,0.1693,1.115%,14517,4407771604.00,Canada,,,,/market-activity/stocks/beph
BEPI,Brookfield BRP Holdings (Canada) Inc. 4.875% Perpetual Subordinated Notes,$16.16,0.07,0.435%,3187,4640575734.00,Canada,2021,,,/market-activity/stocks/bepi
BEPJ,Brookfield BRP Holdings (Canada) Inc. 7.250% Perpetual Subordinated Notes,$25.04,0.19,0.765%,20307,7190595074.00,Canada,2024,,,/market-activity/stocks/bepj
BERY,Berry Global Group Inc. Common Stock,$56.56,0.24,0.426%,986433,6555304000.00,United States,2012,Plastic Products,Industrials,/market-activity/stocks/bery
BEST,BEST Inc. American Depositary Shares each representing twenty (20) Class A Ordinary Shares,$2.0803,0.0003,0.014%,8094,41273152.00,Cayman Islands,2023,Trucking Freight/Courier Services,Industrials,/market-activity/stocks/best
BETR,Better Home & Finance Holding Company Class A Common Stock,$0.433,-0.0174,-3.863%,681810,327315236.00,United Kingdom,2021,Finance: Consumer Services,Finance,/market-activity/stocks/betr
BETRW,Better Home & Finance Holding Company Warrant,$0.0935,0.0035,3.889%,700,70678925.00,United Kingdom,2021,Finance: Consumer Services,Finance,/market-activity/stocks/betrw
BFAC,Battery Future Acquisition Corp. Class A Ordinary Shares,$11.09,0.0,0.00%,18,0.00,,2022,Blank Checks,Finance,/market-activity/stocks/bfac
BFAM,Bright Horizons Family Solutions Inc. Common Stock,$104.45,0.73,0.704%,234096,6054319432.00,United States,2013,Other Consumer Services,Consumer Discretionary,/market-activity/stocks/bfam
BFC,Bank First Corporation Common Stock,$78.50,2.69,3.548%,19209,796141191.00,United States,,Major Banks,Finance,/market-activity/stocks/bfc
BFH,Bread Financial Holdings Inc. Common Stock,$34.48,1.28,3.855%,984637,1704148037.00,United States,,Business Services,Consumer Discretionary,/market-activity/stocks/bfh
BFI,BurgerFi International Inc. Common Stock ,$0.417,0.007,1.707%,128776,11276603.00,Mexico,2018,Restaurants,Consumer Discretionary,/market-activity/stocks/bfi
BFIIW,BurgerFi International Inc. Warrant ,$0.025,0.0035,16.279%,2933,676055.00,Mexico,2018,Restaurants,Consumer Discretionary,/market-activity/stocks/bfiiw
BFIN,BankFinancial Corporation Common Stock,$10.00,0.0,0.00%,13047,124606780.00,United States,2005,Savings Institutions,Finance,/market-activity/stocks/bfin
BFK,BlackRock Municipal Income Trust,$9.96,0.01,0.101%,58132,0.00,United States,,Finance Companies,Finance,/market-activity/stocks/bfk
BFLY,Butterfly Network Inc. Class A Common Stock,$0.7646,-0.0554,-6.756%,2092350,159139418.00,United States,2020,Medical Electronics,Health Care,/market-activity/stocks/bfly
BFRG,Bullfrog AI Holdings Inc. Common Stock,$2.70,-0.32,-10.596%,127103,21196485.00,United States,2023,Retail: Computer Software & Peripheral Equipment,Technology,/market-activity/stocks/bfrg
BFRGW,Bullfrog AI Holdings Inc. Warrants,$0.4501,-0.0249,-5.242%,5165,3533533.00,United States,2023,Retail: Computer Software & Peripheral Equipment,Technology,/market-activity/stocks/bfrgw
BFRI,Biofrontera Inc. Common Stock,$1.69,0.02,1.198%,66234,8601108.00,United States,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bfri
BFRIW,Biofrontera Inc. Warrants,$0.035,-0.024,-40.678%,53668,178129.00,United States,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bfriw
BFS,Saul Centers Inc. Common Stock,$36.36,0.91,2.567%,53609,871974430.00,United States,1993,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/bfs
BFST,Business First Bancshares Inc. Common Stock,$21.05,0.48,2.333%,74910,533752073.00,United States,,Major Banks,Finance,/market-activity/stocks/bfst
BFZ,BlackRock California Municipal Income Trust,$11.55,-0.03,-0.259%,14722,0.00,United States,2001,Finance Companies,Finance,/market-activity/stocks/bfz
BG,Bunge Limited Common Shares,$109.52,3.01,2.826%,2624951,15707162469.00,United States,,Packaged Foods,Consumer Staples,/market-activity/stocks/bg
BGB,Blackstone Strategic Credit 2027 Term Fund Common Shares of Beneficial Interest,$11.76,0.03,0.256%,126828,0.00,United States,2012,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/bgb
BGC,BGC Group Inc. Class A Common Stock,$7.71,0.15,1.984%,3170461,3807558034.00,United States,,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/bgc
BGFV,Big 5 Sporting Goods Corporation Common Stock,$3.09,0.06,1.98%,331376,69336176.00,United States,2002,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/bgfv
BGH,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,$13.89,-0.12,-0.857%,39365,0.00,United States,2012,Investment Managers,Finance,/market-activity/stocks/bgh
BGI,Birks Group Inc. Common Stock,$2.8488,-0.0911,-3.099%,1997,31251336.00,Canada,,,,/market-activity/stocks/bgi
BGLC,BioNexus Gene Lab Corp Common stock,$0.5998,-0.2488,-29.319%,728961,10597064.00,Malaysia,,Medical Specialities,Health Care,/market-activity/stocks/bglc
BGNE,BeiGene Ltd. American Depositary Shares,$129.52,-2.44,-1.849%,296411,13544934789.00,Cayman Islands,2016,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bgne
BGR,BlackRock Energy and Resources Trust,$13.19,0.08,0.61%,54264,1788381899.00,United States,2004,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/bgr
BGS,B&G Foods Inc. Common Stock,$10.73,0.15,1.418%,580890,843632762.00,United States,,Packaged Foods,Consumer Staples,/market-activity/stocks/bgs
BGSF,BGSF Inc. Common Stock,$9.06,-0.04,-0.44%,13668,99014593.00,United States,,Professional Services,Consumer Discretionary,/market-activity/stocks/bgsf
BGT,BlackRock Floating Rate Income Trust,$12.81,0.03,0.235%,63263,0.00,United States,2004,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/bgt
BGX,Blackstone Long Short Credit Income Fund Common Shares,$12.18,-0.07,-0.571%,105133,0.00,,2011,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/bgx
BGXX,Bright Green Corporation Common Stock,$0.2123,-0.0103,-4.627%,366164,40372309.00,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bgxx
BGY,Blackrock Enhanced International Dividend Trust,$5.13,-0.02,-0.388%,242322,0.00,United States,2007,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/bgy
BH,Biglari Holdings Inc. Class B Common Stock,$199.73,3.16,1.608%,2206,454486414.00,United States,2018,Restaurants,Consumer Discretionary,/market-activity/stocks/bh
BHAC,Focus Impact BH3 Acquisition Company Class A Common Stock,$10.54,0.02,0.19%,458,0.00,United States,2021,Blank Checks,Finance,/market-activity/stocks/bhac
BHACW,Focus Impact BH3 Acquisition Company Warrants,$0.08,0.0,0.00%,199,0.00,United States,2021,Blank Checks,Finance,/market-activity/stocks/bhacw
BHAT,Blue Hat Interactive Entertainment Technology Ordinary Shares,$1.09,0.14,14.737%,127306,10780100.00,China,2019,Recreational Games/Products/Toys,Consumer Discretionary,/market-activity/stocks/bhat
BHB,Bar Harbor Bankshares Inc. Common Stock,$25.48,1.62,6.79%,44136,386914335.00,United States,1997,Major Banks,Finance,/market-activity/stocks/bhb
BHC,Bausch Health Companies Inc. Common Stock,$8.69,0.09,1.047%,2945832,3175429872.00,Canada,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bhc
BHE,Benchmark Electronics Inc. Common Stock,$29.63,-0.23,-0.77%,369468,1060000065.00,United States,,Electrical Products,Technology,/market-activity/stocks/bhe
BHF,Brighthouse Financial Inc. Common Stock,$48.91,1.33,2.795%,379320,3075565614.00,United States,,Life Insurance,Finance,/market-activity/stocks/bhf
BHFAL,Brighthouse Financial Inc. 6.25% Junior Subordinated Debentures due 2058,$22.77,-0.3337,-1.444%,30890,1431826396.00,United States,,Life Insurance,Finance,/market-activity/stocks/bhfal
BHFAM,Brighthouse Financial Inc. Depositary shares each representing a 1/1000th Interest in a Share of 4.625% Non-Cumulative Preferred Stock Series D,$15.53,0.25,1.636%,26926,976559681.00,United States,,Life Insurance,Finance,/market-activity/stocks/bhfam
BHFAN,Brighthouse Financial Inc. Depositary shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series C,$18.77,0.26,1.405%,19442,1180297824.00,United States,,Life Insurance,Finance,/market-activity/stocks/bhfan
BHFAO,Brighthouse Financial Inc. Depositary Shares 6.75% Non-Cumulative Preferred Stock Series B,$23.42,0.16,0.688%,29134,1472699789.00,United States,,Life Insurance,Finance,/market-activity/stocks/bhfao
BHFAP,Brighthouse Financial Inc. Depositary Shares 6.6% Non-Cumulative Preferred Stock Series A,$22.45,0.08,0.358%,27294,1411704110.00,United States,,Life Insurance,Finance,/market-activity/stocks/bhfap
BHIL,Benson Hill Inc. Common Stock,$0.1645,-0.0093,-5.351%,526203,34725845.00,United States,2021,Packaged Foods,Consumer Staples,/market-activity/stocks/bhil
BHK,Blackrock Core Bond Trust,$10.31,0.01,0.097%,79368,0.00,United States,2001,Finance Companies,Finance,/market-activity/stocks/bhk
BHLB,Berkshire Hills Bancorp Inc. Common Stock,$21.71,0.73,3.48%,326085,947086462.00,United States,,Banks,Finance,/market-activity/stocks/bhlb
BHM,Bluerock Homes Trust Inc. Class A Common Stock,$16.75,0.07,0.42%,6463,64985880.00,,2022,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/bhm
BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),$58.12,0.13,0.224%,2028602,147212745357.00,Australia,,Metal Mining,Basic Materials,/market-activity/stocks/bhp
BHR,Braemar Hotels & Resorts Inc. Common Stock,$2.30,0.1,4.545%,310504,152997635.00,United States,2013,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/bhr
